Event;Start Date;End Date;Duration;Day of Week;Duration Bins;Year;Month;;
Daily Advanced Analytics;8/12/2023 09:30;8/12/2023 09:45;15.0;Friday;(0, 30];2023;December;;
Daily Advanced Analytics;15/12/2023 09:30;15/12/2023 09:45;15.0;Friday;(0, 30];2023;December;;
Daily Advanced Analytics;18/8/2023 09:30;18/8/2023 09:45;15.0;Friday;(0, 30];2023;August;;
Daily Advanced Analytics;8/9/2023 09:30;8/9/2023 09:45;15.0;Friday;(0, 30];2023;September;;
Daily Advanced Analytics;15/9/2023 09:30;15/9/2023 09:45;15.0;Friday;(0, 30];2023;September;;
Daily Advanced Analytics;22/9/2023 09:30;22/9/2023 09:45;15.0;Friday;(0, 30];2023;September;;
Daily Advanced Analytics;8/2/2023 09:30;8/2/2023 09:45;15.0;Wednesday;(0, 30];2023;February;;
Daily Advanced Analytics;8/2/2023 09:30;8/2/2023 09:45;15.0;Wednesday;(0, 30];2023;February;;
Daily Advanced Analytics;15/2/2023 09:30;15/2/2023 09:45;15.0;Wednesday;(0, 30];2023;February;;
Daily Advanced Analytics;22/2/2023 09:30;22/2/2023 09:45;15.0;Wednesday;(0, 30];2023;February;;
Daily Advanced Analytics;1/3/2023 09:30;1/3/2023 09:45;15.0;Wednesday;(0, 30];2023;March;;
Daily Advanced Analytics;8/3/2023 09:30;8/3/2023 09:45;15.0;Wednesday;(0, 30];2023;March;;
Daily Advanced Analytics;15/3/2023 09:30;15/3/2023 09:45;15.0;Wednesday;(0, 30];2023;March;;
Daily Advanced Analytics;22/3/2023 09:45;22/3/2023 10:00;15.0;Wednesday;(0, 30];2023;March;;
Daily Advanced Analytics;29/3/2023 09:30;29/3/2023 09:45;15.0;Wednesday;(0, 30];2023;March;;
Daily Advanced Analytics;5/4/2023 09:30;5/4/2023 09:45;15.0;Wednesday;(0, 30];2023;April;;
Daily Advanced Analytics;12/4/2023 09:30;12/4/2023 09:45;15.0;Wednesday;(0, 30];2023;April;;
Daily Advanced Analytics;19/4/2023 09:30;19/4/2023 09:45;15.0;Wednesday;(0, 30];2023;April;;
Daily Advanced Analytics;26/4/2023 09:30;26/4/2023 09:45;15.0;Wednesday;(0, 30];2023;April;;
Daily Advanced Analytics;3/5/2023 09:30;3/5/2023 09:45;15.0;Wednesday;(0, 30];2023;May;;
Daily Advanced Analytics;10/5/2023 09:30;10/5/2023 09:45;15.0;Wednesday;(0, 30];2023;May;;
Daily Advanced Analytics;17/5/2023 11:00;17/5/2023 11:15;15.0;Wednesday;(0, 30];2023;May;;
Daily Advanced Analytics;24/5/2023 11:45;24/5/2023 12:00;15.0;Wednesday;(0, 30];2023;May;;
Daily Advanced Analytics;31/5/2023 09:30;31/5/2023 09:45;15.0;Wednesday;(0, 30];2023;May;;
Daily Advanced Analytics;7/6/2023 09:30;7/6/2023 09:45;15.0;Wednesday;(0, 30];2023;June;;
Daily Advanced Analytics;14/6/2023 09:30;14/6/2023 09:45;15.0;Wednesday;(0, 30];2023;June;;
Daily Advanced Analytics;12/7/2023 09:30;12/7/2023 09:45;15.0;Wednesday;(0, 30];2023;July;;
Daily Advanced Analytics;19/7/2023 10:30;19/7/2023 10:45;15.0;Wednesday;(0, 30];2023;July;;
Daily Advanced Analytics;26/7/2023 10:00;26/7/2023 10:15;15.0;Wednesday;(0, 30];2023;July;;
Daily Advanced Analytics;2/8/2023 10:15;2/8/2023 10:30;15.0;Wednesday;(0, 30];2023;August;;
Daily Advanced Analytics;9/8/2023 09:30;9/8/2023 09:45;15.0;Wednesday;(0, 30];2023;August;;
Daily Advanced Analytics;16/8/2023 09:30;16/8/2023 09:45;15.0;Wednesday;(0, 30];2023;August;;
Daily Advanced Analytics;30/8/2023 09:30;30/8/2023 09:45;15.0;Wednesday;(0, 30];2023;August;;
Daily Advanced Analytics;6/9/2023 09:30;6/9/2023 09:45;15.0;Wednesday;(0, 30];2023;September;;
Daily Advanced Analytics;13/9/2023 09:30;13/9/2023 09:45;15.0;Wednesday;(0, 30];2023;September;;
Daily Advanced Analytics;27/9/2023 09:30;27/9/2023 09:45;15.0;Wednesday;(0, 30];2023;September;;
Daily Advanced Analytics;4/10/2023 09:30;4/10/2023 09:45;15.0;Wednesday;(0, 30];2023;October;;
Daily Advanced Analytics;18/10/2023 09:30;18/10/2023 09:45;15.0;Wednesday;(0, 30];2023;October;;
Daily Advanced Analytics;25/10/2023 09:30;25/10/2023 09:45;15.0;Wednesday;(0, 30];2023;October;;
Daily Advanced Analytics;1/11/2023 09:45;1/11/2023 10:00;15.0;Wednesday;(0, 30];2023;November;;
Daily Advanced Analytics;8/11/2023 09:30;8/11/2023 09:45;15.0;Wednesday;(0, 30];2023;November;;
Daily Advanced Analytics;15/11/2023 09:30;15/11/2023 09:45;15.0;Wednesday;(0, 30];2023;November;;
Daily Advanced Analytics;22/11/2023 09:30;22/11/2023 09:45;15.0;Wednesday;(0, 30];2023;November;;
Daily Advanced Analytics;29/11/2023 09:30;29/11/2023 09:45;15.0;Wednesday;(0, 30];2023;November;;
Daily Advanced Analytics;6/12/2023 09:30;6/12/2023 09:45;15.0;Wednesday;(0, 30];2023;December;;
Daily Advanced Analytics;20/12/2023 09:30;20/12/2023 09:45;15.0;Wednesday;(0, 30];2023;December;;
Daily Advanced Analytics;27/12/2023 09:30;27/12/2023 09:45;15.0;Wednesday;(0, 30];2023;December;;
Daily Advanced Analytics;7/2/2024 09:30;7/2/2024 09:45;15.0;Wednesday;(0, 30];2024;February;;
Daily Advanced Analytics;15/3/2023 09:30;15/3/2023 09:45;15.0;Wednesday;(0, 30];2023;March;;
Daily Advanced Analytics;28/6/2023 09:30;28/6/2023 09:45;15.0;Wednesday;(0, 30];2023;June;;
Daily Advanced Analytics;11/10/2023 09:30;11/10/2023 09:45;15.0;Wednesday;(0, 30];2023;October;;
Daily Advanced Analytics;10/1/2024 09:30;10/1/2024 09:45;15.0;Wednesday;(0, 30];2024;January;;
Sharing - Gobierno y Calidad ;7/2/2024 18:00;7/2/2024 19:30;90.0;Wednesday;(60, 90];2024;February;;
Ocupado;9/2/2024 17:30;9/2/2024 18:30;60.0;Friday;(30, 60];2024;February;;
Multichannel Customer Care;9/2/2024 14:30;9/2/2024 15:30;60.0;Friday;(30, 60];2024;February;;
Estatus comportamental pymes;8/2/2024 14:00;8/2/2024 15:00;60.0;Thursday;(30, 60];2024;February;;
[NGA ARG] Revisión Variables Proactivo y EWS;8/2/2024 13:00;8/2/2024 13:30;30.0;Thursday;(0, 30];2024;February;;
REPOSITORIO DOCUMENTAL GRMD&AA - OPCIÓN B;8/2/2024 16:00;8/2/2024 16:30;30.0;Thursday;(0, 30];2024;February;;
Ocupado;9/2/2024 16:00;9/2/2024 17:00;60.0;Friday;(30, 60];2024;February;;
Avance Comportamental pymes;9/2/2024 18:30;9/2/2024 19:30;60.0;Friday;(30, 60];2024;February;;
Encuentro con Nico Tomasoni;30/1/2023 19:00;30/1/2023 20:00;60.0;Monday;(30, 60];2023;January;;
Rating empresas;14/2/2024 14:30;14/2/2024 15:00;30.0;Wednesday;(0, 30];2024;February;;
Definición Modelos Agro;16/2/2024 14:30;16/2/2024 15:00;30.0;Friday;(0, 30];2024;February;;
Sesion 1 - Conociendonos ;15/12/2023 17:30;15/12/2023 18:30;60.0;Friday;(30, 60];2023;December;;
Sesion 2  - creacion de un plan ;15/2/2024 14:00;15/2/2024 15:00;60.0;Thursday;(30, 60];2024;February;;
No Event;15/2/2024 14:00;15/2/2024 15:00;60.0;Thursday;(30, 60];2024;February;;
Mentoring - Seguimiento;23/2/2024 12:00;23/2/2024 13:00;60.0;Friday;(30, 60];2024;February;;
Predictor de facturaciòn;16/2/2024 18:30;16/2/2024 19:00;30.0;Friday;(0, 30];2024;February;;
Modelo de predicción de entrada en inversión irregular;20/2/2024 14:00;20/2/2024 15:00;60.0;Tuesday;(30, 60];2024;February;;
Rating Empresas - Temas con VI;21/2/2024 15:00;21/2/2024 16:00;60.0;Wednesday;(30, 60];2024;February;;
Reunión definición producto Custodia;20/2/2024 19:00;20/2/2024 19:30;30.0;Tuesday;(0, 30];2024;February;;
Clase  Herramientas de Procesamiento para Grandes Volúmenes de Datos;4/3/2024 18:30;4/3/2024 22:00;210.0;Monday;(180, 240];2024;March;;
Clase Técnicas y Algoritmos de Aprendizaje Automático;5/3/2024 18:30;5/3/2024 22:00;210.0;Tuesday;(180, 240];2024;March;;
Feedback Evaluación Anual - Fede;23/2/2024 13:00;23/2/2024 13:30;30.0;Friday;(0, 30];2024;February;;
"Sala para ""Mentoring - Seguimiento""";23/2/2024 15:00;23/2/2024 16:00;60.0;Friday;(30, 60];2024;February;;
Feedback;23/2/2024 17:30;23/2/2024 18:00;30.0;Friday;(0, 30];2024;February;;
Feedback con Karen;23/2/2024 18:00;23/2/2024 18:30;30.0;Friday;(0, 30];2024;February;;
Modelos Agro seguimiento semanal;20/2/2024 16:00;20/2/2024 17:00;60.0;Tuesday;(30, 60];2024;February;;
Modelos Agro seguimiento semanal;20/2/2024 16:00;20/2/2024 17:00;60.0;Tuesday;(30, 60];2024;February;;
Entrevista BBVA Data Scientist | Maria Elena Garcia;26/2/2024 17:00;26/2/2024 17:45;45.0;Monday;(30, 60];2024;February;;
Modelo de Preventiva;26/2/2024 18:00;26/2/2024 19:00;60.0;Monday;(30, 60];2024;February;;
Revision PPT con Ger;26/2/2024 19:00;26/2/2024 20:00;60.0;Monday;(30, 60];2024;February;;
AR: Estimador SMEs;27/2/2024 13:30;27/2/2024 14:00;30.0;Tuesday;(0, 30];2024;February;;
Modelos: Mejores prácticas & Sharing;4/3/2024 17:00;4/3/2024 18:00;60.0;Monday;(30, 60];2024;March;;
Comportamental Pymes - Checkpoint;29/2/2024 15:30;29/2/2024 16:00;30.0;Thursday;(0, 30];2024;February;;
Almuezo piso 33 - sala 7;6/3/2024 16:00;6/3/2024 18:00;120.0;Wednesday;(90, 120];2024;March;;
EWS ARCE;5/3/2024 14:00;5/3/2024 16:00;120.0;Tuesday;(90, 120];2024;March;;
Reflexión NGA Local ;6/3/2024 18:00;6/3/2024 19:30;90.0;Wednesday;(60, 90];2024;March;;
Rating Empresas Scoreo en Datio;6/3/2024 13:00;6/3/2024 14:00;60.0;Wednesday;(30, 60];2024;March;;
Planning Advanced Analytics;2/1/2023 09:30;2/1/2023 10:30;60.0;Monday;(30, 60];2023;January;;
Planning Advanced Analytics;16/1/2023 09:30;16/1/2023 10:30;60.0;Monday;(30, 60];2023;January;;
Planning Advanced Analytics;30/1/2023 09:30;30/1/2023 10:30;60.0;Monday;(30, 60];2023;January;;
Planning Advanced Analytics;13/2/2023 09:30;13/2/2023 10:30;60.0;Monday;(30, 60];2023;February;;
Planning Advanced Analytics;27/2/2023 09:30;27/2/2023 10:30;60.0;Monday;(30, 60];2023;February;;
Planning Advanced Analytics;10/4/2023 09:30;10/4/2023 10:30;60.0;Monday;(30, 60];2023;April;;
Planning Advanced Analytics;24/4/2023 09:45;24/4/2023 10:30;45.0;Monday;(30, 60];2023;April;;
Daily Advanced Analytics;5/6/2023 09:30;5/6/2023 09:45;15.0;Monday;(0, 30];2023;June;;
Daily Advanced Analytics;19/6/2023 09:30;19/6/2023 09:45;15.0;Monday;(0, 30];2023;June;;
Daily Advanced Analytics;14/8/2023 10:00;14/8/2023 10:15;15.0;Monday;(0, 30];2023;August;;
Daily Advanced Analytics;28/8/2023 09:30;28/8/2023 09:45;15.0;Monday;(0, 30];2023;August;;
Daily Advanced Analytics;25/9/2023 09:30;25/9/2023 09:45;15.0;Monday;(0, 30];2023;September;;
Daily Advanced Analytics;23/10/2023 09:45;23/10/2023 10:00;15.0;Monday;(0, 30];2023;October;;
Daily Advanced Analytics;6/11/2023 09:30;6/11/2023 09:45;15.0;Monday;(0, 30];2023;November;;
Daily Advanced Analytics;20/11/2023 09:30;20/11/2023 09:45;15.0;Monday;(0, 30];2023;November;;
Daily Advanced Analytics;4/12/2023 09:40;4/12/2023 09:55;15.0;Monday;(0, 30];2023;December;;
Daily Advanced Analytics;18/12/2023 09:30;18/12/2023 09:45;15.0;Monday;(0, 30];2023;December;;
Planning Advanced Analytics;13/2/2023 09:30;13/2/2023 10:30;60.0;Monday;(30, 60];2023;February;;
Planning Advanced Analytics;27/3/2023 09:30;27/3/2023 10:30;60.0;Monday;(30, 60];2023;March;;
Daily Advanced Analytics;5/6/2023 09:30;5/6/2023 09:45;15.0;Monday;(0, 30];2023;June;;
Daily Advanced Analytics;28/8/2023 09:30;28/8/2023 09:45;15.0;Monday;(0, 30];2023;August;;
Daily Advanced Analytics;11/9/2023 09:30;11/9/2023 09:45;15.0;Monday;(0, 30];2023;September;;
Daily Advanced Analytics;9/10/2023 09:30;9/10/2023 09:45;15.0;Monday;(0, 30];2023;October;;
Daily Advanced Analytics;18/12/2023 09:30;18/12/2023 09:45;15.0;Monday;(0, 30];2023;December;;
Daily Advanced Analytics;15/1/2024 09:30;15/1/2024 09:45;15.0;Monday;(0, 30];2024;January;;
Motor Pymes;8/3/2024 19:00;8/3/2024 19:30;30.0;Friday;(0, 30];2024;March;;
Avance Rating OOT en Datio ;7/3/2024 14:00;7/3/2024 15:00;60.0;Thursday;(30, 60];2024;March;;
Score AIs;7/3/2024 13:00;7/3/2024 13:30;30.0;Thursday;(0, 30];2024;March;;
feedback Mati;7/3/2024 13:30;7/3/2024 14:00;30.0;Thursday;(0, 30];2024;March;;
NGA - EMC2 Gobierno&Calidad (visita equipo Holding);7/3/2024 15:00;7/3/2024 16:00;60.0;Thursday;(30, 60];2024;March;;
Comentarios / conclusiones NGA;11/3/2024 13:00;11/3/2024 13:45;45.0;Monday;(30, 60];2024;March;;
NGA - EWS temas funcionales;7/3/2024 18:00;7/3/2024 19:00;60.0;Thursday;(30, 60];2024;March;;
Save the Date: Data Demo Day 4Q22 (ARG);28/2/2023 14:30;28/2/2023 15:30;60.0;Tuesday;(30, 60];2023;February;;
Rating Empresas - OOT y BT;11/3/2024 17:30;11/3/2024 18:00;30.0;Monday;(0, 30];2024;March;;
Medico;11/3/2024 20:00;11/3/2024 21:00;60.0;Monday;(30, 60];2024;March;;
almuerzo;13/3/2024 16:00;13/3/2024 17:00;60.0;Wednesday;(30, 60];2024;March;;
Variables SCORE;11/3/2024 18:30;11/3/2024 19:00;30.0;Monday;(0, 30];2024;March;;
Universo Agro;11/3/2024 19:00;11/3/2024 20:00;60.0;Monday;(30, 60];2024;March;;
[NGA_ARG] Mesa Certificaciones;5/2/2024 17:00;5/2/2024 18:00;60.0;Monday;(30, 60];2024;February;;
[NGA_ARG] Mesa GyC;19/2/2024 16:15;19/2/2024 17:15;60.0;Monday;(30, 60];2024;February;;
[NGA_ARG] Mesa GyC;19/2/2024 17:00;19/2/2024 18:00;60.0;Monday;(30, 60];2024;February;;
[NGA_ARG] Mesa GyC;4/3/2024 17:00;4/3/2024 18:00;60.0;Monday;(30, 60];2024;March;;
Modelo Preventiva - Pipeline;14/3/2024 12:00;14/3/2024 13:00;60.0;Thursday;(30, 60];2024;March;;
Modelos ingresos agro;12/3/2024 15:00;12/3/2024 15:45;45.0;Tuesday;(30, 60];2024;March;;
Resultados de Rating y comportamental;13/3/2024 13:30;13/3/2024 14:30;60.0;Wednesday;(30, 60];2024;March;;
CP Pymes - IFRS9;14/3/2024 13:00;14/3/2024 13:45;45.0;Thursday;(30, 60];2024;March;;
Tablon Rating ;13/3/2024 18:00;13/3/2024 19:00;60.0;Wednesday;(30, 60];2024;March;;
NDoD Argentina ;12/3/2024 14:00;12/3/2024 14:30;30.0;Tuesday;(0, 30];2024;March;;
Kick Off - implementación de ARCE Rating;18/3/2024 14:00;18/3/2024 14:30;30.0;Monday;(0, 30];2024;March;;
Comportamental Pymes - IFRS9;19/3/2024 18:30;19/3/2024 19:00;30.0;Tuesday;(0, 30];2024;March;;
Comportamental Pyme;20/3/2024 14:15;20/3/2024 14:30;15.0;Wednesday;(0, 30];2024;March;;
GoTo - Desarrolla tus habilidades en la nube con AWS Skill Builder;22/3/2024 12:00;22/3/2024 13:00;60.0;Friday;(30, 60];2024;March;;
Comportamental PyME;21/3/2024 15:00;21/3/2024 15:30;30.0;Thursday;(0, 30];2024;March;;
Revisión Plan de Áreas;21/3/2024 12:00;21/3/2024 12:15;15.0;Thursday;(0, 30];2024;March;;
Revisión Plan de Áreas;21/3/2024 12:30;21/3/2024 12:45;15.0;Thursday;(0, 30];2024;March;;
ocupado;21/3/2024 19:15;21/3/2024 19:45;30.0;Thursday;(0, 30];2024;March;;
Nuevo Rating - IFRS9;22/3/2024 13:00;22/3/2024 13:40;40.0;Friday;(30, 60];2024;March;;
BCBS239 DQ Argentina: Global/Local Syncro;7/2/2024 15:30;7/2/2024 16:30;60.0;Wednesday;(30, 60];2024;February;;
Resultados AIScore;22/3/2024 17:00;22/3/2024 17:30;30.0;Friday;(0, 30];2024;March;;
Mentoring - Seguimiento;26/3/2024 12:00;26/3/2024 13:00;60.0;Tuesday;(30, 60];2024;March;;
Rating Empresas - Comentarios debilidades;26/3/2024 13:30;26/3/2024 14:30;60.0;Tuesday;(30, 60];2024;March;;
[NGA ARG] Explicabilidad Cobranzas/EWS;25/3/2024 14:00;25/3/2024 14:45;45.0;Monday;(30, 60];2024;March;;
[NGA_ARG] Mesa GyC;29/1/2024 17:00;29/1/2024 18:00;60.0;Monday;(30, 60];2024;January;;
[NGA_ARG] Mesa GyC;14/2/2024 17:30;14/2/2024 18:30;60.0;Wednesday;(30, 60];2024;February;;
[NGA_ARG] Mesa GyC;26/2/2024 17:00;26/2/2024 18:00;60.0;Monday;(30, 60];2024;February;;
[NGA_ARG] Mesa GyC;11/3/2024 17:00;11/3/2024 18:00;60.0;Monday;(30, 60];2024;March;;
[NGA_ARG] Mesa GyC;12/2/2024 17:00;12/2/2024 18:00;60.0;Monday;(30, 60];2024;February;;
[NGA_ARG] Mesa GyC;11/3/2024 17:00;11/3/2024 18:00;60.0;Monday;(30, 60];2024;March;;
[NGA ARG] Follow-up EMC1 E2E;11/1/2024 15:30;11/1/2024 16:00;30.0;Thursday;(0, 30];2024;January;;
[NGA ARG] Follow-up EMC1 E2E;25/1/2024 15:30;25/1/2024 16:00;30.0;Thursday;(0, 30];2024;January;;
[NGA ARG] Follow-up EMC1 E2E;8/2/2024 15:30;8/2/2024 16:00;30.0;Thursday;(0, 30];2024;February;;
[NGA ARG] Follow-up EMC1 E2E;22/2/2024 15:30;22/2/2024 16:00;30.0;Thursday;(0, 30];2024;February;;
Mentoring - Seguimiento;5/4/2024 12:00;5/4/2024 13:00;60.0;Friday;(30, 60];2024;April;;
SEGUIMIENTO DE HERRAMIENTAS ARG;8/4/2024 13:15;8/4/2024 13:30;15.0;Monday;(0, 30];2024;April;;
ir al teatro ;11/4/2024 22:00;11/4/2024 23:00;60.0;Thursday;(30, 60];2024;April;;
[ARG] comportamental y rating vs IFRS9;9/4/2024 11:30;9/4/2024 12:00;30.0;Tuesday;(0, 30];2024;April;;
[NGA ARG] Follow-up EMC1 E2E;9/4/2024 13:00;9/4/2024 14:00;60.0;Tuesday;(30, 60];2024;April;;
ARCE Rating  - IFRS9;9/4/2024 14:00;9/4/2024 14:30;30.0;Tuesday;(0, 30];2024;April;;
Formación nuevas formas de trabajo E2E PRE-Tarea;9/4/2024 14:30;9/4/2024 15:00;30.0;Tuesday;(0, 30];2024;April;;
[NGA ARG] EWS;10/4/2024 12:45;10/4/2024 13:15;30.0;Wednesday;(0, 30];2024;April;;
Recos VI;10/4/2024 17:00;10/4/2024 17:30;30.0;Wednesday;(0, 30];2024;April;;
Duda sobre tabla de EEFF;11/4/2024 18:30;11/4/2024 19:00;30.0;Thursday;(0, 30];2024;April;;
Comportamental Pymes  - Integracion  a la Gestion;12/4/2024 13:30;12/4/2024 14:30;60.0;Friday;(30, 60];2024;April;;
Predictor de Ingresos;18/4/2024 17:00;18/4/2024 18:00;60.0;Thursday;(30, 60];2024;April;;
AR [NGA] Analytics 2W proactivo;12/4/2024 14:30;12/4/2024 15:30;60.0;Friday;(30, 60];2024;April;;
AR [NGA] Analytics 2W Models review;19/1/2024 14:30;19/1/2024 15:30;60.0;Friday;(30, 60];2024;January;;
AR [NGA] Analytics 2W proactivo;12/4/2024 14:30;12/4/2024 15:30;60.0;Friday;(30, 60];2024;April;;
Mentoring - Seguimiento;31/5/2024 12:00;31/5/2024 13:00;60.0;Friday;(30, 60];2024;May;;
Visita A. Valladares R. García / Sesión MDP 2024 y Roadmap;15/4/2024 13:00;15/4/2024 14:00;60.0;Monday;(30, 60];2024;April;;
Visita A. Valladares R. García / Sesión Transformación;15/4/2024 15:00;15/4/2024 16:00;60.0;Monday;(30, 60];2024;April;;
Visita A. Valladares R. García / Sesión Deep Dive NGA;15/4/2024 14:00;15/4/2024 15:00;60.0;Monday;(30, 60];2024;April;;
Visita A. Valladares R. García / Órganos de inspección;16/4/2024 15:00;16/4/2024 15:30;30.0;Tuesday;(0, 30];2024;April;;
TEAM BUILDING - TABLERO;16/4/2024 17:30;16/4/2024 20:30;180.0;Tuesday;(150, 180];2024;April;;
Daily AA & Data;9/2/2024 09:20;9/2/2024 09:45;25.0;Friday;(0, 30];2024;February;;
Daily AA & Data;9/2/2024 09:20;9/2/2024 09:45;25.0;Friday;(0, 30];2024;February;;
Daily AA & Data;14/2/2024 09:20;14/2/2024 09:45;25.0;Wednesday;(0, 30];2024;February;;
Daily AA & Data;16/2/2024 09:20;16/2/2024 09:45;25.0;Friday;(0, 30];2024;February;;
Daily AA & Data;15/3/2024 09:20;15/3/2024 09:45;25.0;Friday;(0, 30];2024;March;;
Daily AA & Data;20/3/2024 09:20;20/3/2024 10:00;40.0;Wednesday;(30, 60];2024;March;;
Daily AA & Data;22/3/2024 09:20;22/3/2024 09:45;25.0;Friday;(0, 30];2024;March;;
Daily AA & Data;27/3/2024 09:20;27/3/2024 09:45;25.0;Wednesday;(0, 30];2024;March;;
Daily AA & Data;3/4/2024 09:20;3/4/2024 09:45;25.0;Wednesday;(0, 30];2024;April;;
Daily AA & Data;5/4/2024 09:20;5/4/2024 09:45;25.0;Friday;(0, 30];2024;April;;
Daily AA & Data;10/4/2024 09:20;10/4/2024 09:45;25.0;Wednesday;(0, 30];2024;April;;
Daily AA & Data;12/4/2024 09:20;12/4/2024 09:45;25.0;Friday;(0, 30];2024;April;;
Daily AA & Data;14/2/2024 09:20;14/2/2024 09:45;25.0;Wednesday;(0, 30];2024;February;;
Daily AA & Data;6/3/2024 09:20;6/3/2024 09:45;25.0;Wednesday;(0, 30];2024;March;;
Daily AA & Data;22/3/2024 09:20;22/3/2024 09:45;25.0;Friday;(0, 30];2024;March;;
Daily AA & Data;26/2/2024 09:20;26/2/2024 09:45;25.0;Monday;(0, 30];2024;February;;
Daily AA & Data;11/3/2024 09:30;11/3/2024 09:55;25.0;Monday;(0, 30];2024;March;;
Daily AA & Data;25/3/2024 09:20;25/3/2024 09:45;25.0;Monday;(0, 30];2024;March;;
Daily AA & Data;8/4/2024 09:20;8/4/2024 09:45;25.0;Monday;(0, 30];2024;April;;
Daily AA & Data;11/3/2024 09:20;11/3/2024 09:45;25.0;Monday;(0, 30];2024;March;;
Daily AA & Data;25/3/2024 09:20;25/3/2024 09:45;25.0;Monday;(0, 30];2024;March;;
Business Value Proyectos - Estimación Ahorro/Ganancia (2024;2025; 2026);17/4/2024 13:30;17/4/2024 14:00;30.0;Wednesday;(0, 30];2024;April
Recos ajustes estim pymes;17/4/2024 15:00;17/4/2024 15:30;30.0;Wednesday;(0, 30];2024;April;;
1:1 con Fede El Sauki;17/4/2024 15:30;17/4/2024 16:30;60.0;Wednesday;(30, 60];2024;April;;
Itba;17/4/2024 22:00;17/4/2024 23:00;60.0;Wednesday;(30, 60];2024;April;;
AGRO;18/4/2024 14:30;18/4/2024 15:00;30.0;Thursday;(0, 30];2024;April;;
Motor Agro;19/4/2024 19:30;19/4/2024 20:00;30.0;Friday;(0, 30];2024;April;;
ARG: Estimador SMEs;22/4/2024 13:00;22/4/2024 13:45;45.0;Monday;(30, 60];2024;April;;
WoW - Lanzamiento pre-work;19/4/2024 14:00;19/4/2024 15:00;60.0;Friday;(30, 60];2024;April;;
Rating Empresas: homogeneización Puntuaciones ;22/4/2024 15:00;22/4/2024 15:25;25.0;Monday;(0, 30];2024;April;;
NGA - revisiòn temas visita Valladares;22/4/2024 13:00;22/4/2024 13:30;30.0;Monday;(0, 30];2024;April;;
Comportamental Pymes;22/4/2024 15:30;22/4/2024 16:30;60.0;Monday;(30, 60];2024;April;;
All Hands - Data & AA (Presencial);24/4/2024 14:30;24/4/2024 16:00;90.0;Wednesday;(60, 90];2024;April;;
Modelo Preventiva;25/4/2024 13:00;25/4/2024 14:00;60.0;Thursday;(30, 60];2024;April;;
WoW - Dudas / Avance;24/4/2024 18:00;24/4/2024 19:00;60.0;Wednesday;(30, 60];2024;April;;
NGA - Consultas COE;24/4/2024 14:00;24/4/2024 14:30;30.0;Wednesday;(0, 30];2024;April;;
Mentoring - Seguimiento Ger ;24/4/2024 17:00;24/4/2024 18:00;60.0;Wednesday;(30, 60];2024;April;;
Merienda equipo - piso 33;30/4/2024 18:30;30/4/2024 20:00;90.0;Tuesday;(60, 90];2024;April;;
[NGA ARG] Validacion variables Proactivo y EWS;25/4/2024 12:00;25/4/2024 12:30;30.0;Thursday;(0, 30];2024;April;;
turno medico;25/4/2024 18:15;25/4/2024 19:15;60.0;Thursday;(30, 60];2024;April;;
Seguimiento Ger;26/4/2024 15:00;26/4/2024 15:45;45.0;Friday;(30, 60];2024;April;;
Integración a la Gestión;26/4/2024 13:30;26/4/2024 14:00;30.0;Friday;(0, 30];2024;April;;
Mundo Agro - Consultas expertas;26/4/2024 17:30;26/4/2024 18:00;30.0;Friday;(0, 30];2024;April;;
Revisión datos de facturación;26/4/2024 17:00;26/4/2024 17:30;30.0;Friday;(0, 30];2024;April;;
NGA: Metodología ingesta datos;26/4/2024 19:00;26/4/2024 19:45;45.0;Friday;(30, 60];2024;April;;
Kick off Predictor de facturación;29/4/2024 17:00;29/4/2024 17:30;30.0;Monday;(0, 30];2024;April;;
No Event;30/4/2024 14:00;30/4/2024 14:30;30.0;Tuesday;(0, 30];2024;April;;
COE ARG - UY;3/5/2024 17:30;3/5/2024 18:00;30.0;Friday;(0, 30];2024;May;;
📢All Hands de GRM Argentina (Virtual);3/5/2024 14:00;3/5/2024 15:00;60.0;Friday;(30, 60];2024;May;;
Predictor facturacion agro;3/5/2024 17:00;3/5/2024 17:30;30.0;Friday;(0, 30];2024;May;;
E2E sesión 1 - Salas Piso 27 Aula 1;6/5/2024 12:00;6/5/2024 15:00;180.0;Monday;(150, 180];2024;May;;
    Capacitacion Grmlab - Revisón modelos NGA 2024 y estructura;6/5/2024 15:00;6/5/2024 16:00;60.0;Monday;(30, 60];2024;May;;
  Capacitacion Grmlab -   E2E sesión 2;7/5/2024 12:00;7/5/2024 16:00;240.0;Tuesday;(180, 240];2024;May;;
  Capacitacion Grmlab - PD - IFRS9;6/5/2024 17:30;6/5/2024 21:00;210.0;Monday;(180, 240];2024;May;;
Capacitacion Grmlab - LGD - IFRS9;7/5/2024 17:30;7/5/2024 21:00;210.0;Tuesday;(180, 240];2024;May;;
Seguimiento Ger;6/5/2024 18:00;6/5/2024 19:00;60.0;Monday;(30, 60];2024;May;;
Capacitacion Grmlab -   IFRS9 (LGD; PD; CCF...);8/5/2024 17:30;8/5/2024 21:00;210.0;Wednesday;(180, 240];2024;May
Evento All Hands GRM;8/5/2024 14:00;8/5/2024 15:15;75.0;Wednesday;(60, 90];2024;May;;
Revisión planificación Argentina;7/5/2024 14:00;7/5/2024 15:00;60.0;Tuesday;(30, 60];2024;May;;
